,Name,City,MinPrice,MaxPrice,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,FacilitiesAndServices,Payment_Method
0,Le_Pré_Catelan,Paris,150,330,"Creative, Modern Cuisine",2.2507182,48.8639374,33144144114.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-pre-catelan,https://www.leprecatelan.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
1,Alléno_Paris_au_Pavillon_Ledoyen,Paris,280,395,Creative,2.3164993,48.8660932,33153051000.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/alleno-paris-au-pavillon-ledoyen,https://www.yannick-alleno.com,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
2,Arpège,Paris,185,460,Creative,2.3169648,48.855731,33147050906.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/arpege,https://www.alain-passard.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
3,Épicure,Paris,350,395,Modern Cuisine,2.3143664,48.8717289,33153434340.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/epicure,https://www.oetkercollection.com/fr/hotels/le-bristol-paris/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
4,Plénitude_-_Cheval_Blanc_Paris,Paris,330,405,Creative,2.3421588,48.8588148,33179355011.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/plenitude-cheval-blanc-paris,https://www.chevalblanc.com/en/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
5,Le_Cinq,Paris,450,530,Modern Cuisine,2.3008612,48.8687604,33149527154.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-cinq6102,https://www.fourseasons.com/paris/dining/restaurants/le_cinq/?seo=google_local_par2_emea,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
6,Christopher_Coutanceau,La Rochelle,210,280,Seafood,-1.1609135,46.1557284,33546414819.0,https://guide.michelin.com/en/nouvelle-aquitaine/la-rochelle/restaurant/christopher-coutanceau,https://www.coutanceaularochelle.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
7,Pic,Valence,350,350,Creative,4.8854965,44.9177848,33475441532.0,https://guide.michelin.com/en/auvergne-rhone-alpes/valence/restaurant/pic,https://anne-sophie-pic.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
8,Kei,Paris,98,385,Modern Cuisine,2.3422847,48.8643947,33142331474.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/kei,https://www.restaurant-kei.fr/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
9,Maison_Lameloise,Chagny,85,260,Modern Cuisine,4.7530169,46.9079964,33385876565.0,https://guide.michelin.com/en/bourgogne-franche-comte/chagny/restaurant/maison-lameloise,https://www.lameloise.fr/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
10,Pierre_Gagnaire,Paris,120,400,Creative,2.3003862,48.8732506,33158361250.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/pierre-gagnaire6112,https://pierregagnaire.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
11,Flocons_de_Sel,Megève,230,310,Creative,6.60007,45.82354,33450214999.0,https://guide.michelin.com/en/auvergne-rhone-alpes/megve/restaurant/flocons-de-sel,https://www.floconsdesel.com/fr/,3 MICHELIN Stars,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
12,Le_Clos_des_Sens,Annecy,148,238,Creative,6.1442973,45.9180547,33450230790.0,https://guide.michelin.com/en/auvergne-rhone-alpes/annecy/restaurant/le-clos-des-sens,https://www.closdessens.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
13,L'Oustau_de_Baumanière,Les Baux-de-Provence,165,305,Modern Cuisine,4.7933262,43.7486439,33490543307.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/les-baux-de-provence/restaurant/l-oustau-de-baumaniere,https://www.baumaniere.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
14,La_Vague_d'Or_-_Cheval_Blanc_St-Tropez,Saint-Tropez,330,395,"Creative, Modern Cuisine",6.6261535,43.2665849,33494559100.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-tropez/restaurant/la-vague-d-or-cheval-blanc-st-tropez,https://www.chevalblanc.com/en/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
15,Troisgros_-_Le_Bois_sans_Feuilles,Ouches,130,330,Creative,3.99236,46.01033,33477716697.0,https://guide.michelin.com/en/auvergne-rhone-alpes/ouches/restaurant/troisgros-le-bois-sans-feuilles,https://www.troisgros.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
16,Christophe_Bacquié,Le Castellet,260,295,Modern Cuisine,5.7835029,43.2502823,33494982969.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/le-castellet/restaurant/christophe-bacquie,https://www.hotelducastellet.net/fr/restaurants/restaurant-christophe-bacquie.html,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
17,Assiette_Champenoise,Reims,145,355,Creative,4.0040608,49.2476571,33326846464.0,https://guide.michelin.com/en/grand-est/reims/restaurant/assiette-champenoise,https://www.assiettechampenoise.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
18,La_Villa_Madie,Cassis,140,250,"Creative, Mediterranean Cuisine",5.544944,43.2110889,33496180000.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/cassis/restaurant/la-villa-madie,https://lavillamadie.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
19,Le_1947_à_Cheval_Blanc,Courchevel,355,395,"Creative, Modern Cuisine",6.6338696,45.4094877,33479005050.0,https://guide.michelin.com/en/auvergne-rhone-alpes/courchevel/restaurant/le-1947,https://www.chevalblanc.com/fr/maison/courchevel/,3 MICHELIN Stars,"American Express credit card,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
20,Georges_Blanc,Vonnas,280,345,Classic Cuisine,4.989383,46.219982,33474509090.0,https://guide.michelin.com/en/auvergne-rhone-alpes/vonnas/restaurant/georges-blanc,https://www.georgesblanc.com/fr/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Visa credit card","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
21,Régis_et_Jacques_Marcon,Saint-Bonnet-le-Froid,180,240,Creative,4.43436,45.13956,33471599372.0,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-bonnet-le-froid/restaurant/regis-et-jacques-marcon,https://www.lesmaisonsmarcon.fr/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
22,AM_par_Alexandre_Mazzia,Marseille,175,395,Creative,5.3862325,43.2701104,33491248363.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/am-par-alexandre-mazzia,https://www.alexandre-mazzia.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
23,Mirazur,Menton,380,380,Creative,7.5281451,43.7860241,33492418686.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/menton/restaurant/mirazur,https://www.mirazur.fr/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
24,Auberge_du_Vieux_Puits,Fontjoncouse,205,235,Creative,2.7893292,43.0481728,33468440737.0,https://guide.michelin.com/en/occitanie/fontjoncouse/restaurant/auberge-du-vieux-puits,https://www.aubergeduvieuxpuits.fr/fr/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
25,Le_Louis_XV_-_Alain_Ducasse_à_l'Hôtel_de_Paris,Monaco,190,380,"Mediterranean Cuisine, Modern Cuisine",7.4271047,43.7391839,37798068864.0,https://guide.michelin.com/en/monaco-region/monaco/restaurant/le-louis-xv-alain-ducasse-a-l-hotel-de-paris,https://www.ducasse-paris.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
26,L'Ambroisie,Paris,365,365,Classic Cuisine,2.3645215,48.855494,33142785145.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-ambroisie,https://www.ambroisie-paris.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
27,Guy_Savoy,Paris,250,570,Creative,2.3391955,48.8566248,33143804061.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/guy-savoy,https://www.guysavoy.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
28,René_et_Maxime_Meilleur,Saint-Martin-de-Belleville,239,389,"Creative, Regional Cuisine",6.5133065,45.3690463,33479089677.0,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-martin-de-belleville/restaurant/rene-et-maxime-meilleur,https://www.la-bouitte.com/fr/,3 MICHELIN Stars,"American Express credit card,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
29,Le_Petit_Nice,Marseille,180,430,Seafood,5.3521929,43.2803346,33491592592.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/le-petit-nice,https://www.passedat.fr/en/5-star-boutique-hotel-restaurant-marseille,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
30,Les_Prés_d'Eugénie_-_Michel_Guérard,Eugénie-les-Bains,275,310,Classic Cuisine,-0.3797229,43.696604,33558050607.0,https://guide.michelin.com/en/nouvelle-aquitaine/eugnie-les-bains/restaurant/les-pres-d-eugenie-michel-guerard,https://lespresdeugenie.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
31,La_Table_de_Pavie,Saint-Emilion,75,215,"Modern Cuisine, Creative",-0.1567502,44.8935395,33557550755.0,https://guide.michelin.com/en/nouvelle-aquitaine/saint-milion/restaurant/la-table-de-pavie,https://hoteldepavie.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
32,William_Frachot,Dijon,65,182,Creative,5.0356396,47.3212722,33380508888.0,https://guide.michelin.com/en/bourgogne-franche-comte/dijon/restaurant/william-frachot,https://www.chapeau-rouge.fr/fr/restaurant-gastronomique-dijon,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
33,Duende,Nîmes,180,225,Modern Cuisine,4.3527079,43.8388191,33466219434.0,https://guide.michelin.com/en/occitanie/nimes/restaurant/duende,https://www.maison-albar-hotels-l-imperator.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
34,La_Scène,Paris,135,335,Modern Cuisine,2.3143813,48.8720257,33142650561.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/la-scene,https://www.la-scene.paris/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
35,Palais_Royal_Restaurant,Paris,110,225,"Creative, Modern Cuisine",2.3390068,48.865799,33140200027.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/restaurant-du-palais-royal,https://palaisroyalrestaurant.com/,2 MICHELIN Stars,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Terrace,Valet parking,Visa credit card,Wheelchair access","Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
36,Le_Clarence,Paris,90,320,Modern Cuisine,2.3098922,48.8675042,33182821010.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-clarence,https://www.le-clarence.paris/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
37,Restaurant_Le_Meurice_Alain_Ducasse,Paris,280,340,Creative,2.3278399,48.86525,33144581055.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-meurice-alain-ducasse,https://www.alainducasse-meurice.com/fr,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
38,Le_Gabriel_-_La_Réserve_Paris,Paris,88,238,Creative,2.3132078,48.8697309,33158366050.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-gabriel476630,https://www.lareserve-paris.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Brunch,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
39,Le_Taillevent,Paris,90,250,Classic Cuisine,2.3024829,48.874195,33144951501.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-taillevent,https://letaillevent.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
40,David_Toutain,Paris,130,280,"Creative, Modern Cuisine",2.3097038,48.8602663,33145501110.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/david-toutain,https://www.davidtoutain.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
41,L'Abysse_au_Pavillon_Ledoyen,Paris,98,320,"Japanese, Creative",2.3164988,48.8662069,33153051030.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-abysse-au-pavillon-ledoyen,https://www.yannick-alleno.com/fr/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Notable sake list,Particularly interesting wine list,Valet parking,Visa credit card","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
42,La_Fourchette_des_Ducs,Obernai,155,245,Creative,7.4882994,48.4621258,33388483338.0,https://guide.michelin.com/en/grand-est/obernai/restaurant/la-fourchette-des-ducs,http://www.lafourchettedesducs.com/fr/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
43,Maison_Rostang,Paris,90,203,Classic Cuisine,2.2985338,48.8813365,33147634077.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/maison-rostang,https://www.maisonrostang.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
44,Yoann_Conte,Veyrier-du-Lac,210,350,Creative,6.1721665,45.8890126,33450099749.0,https://guide.michelin.com/en/auvergne-rhone-alpes/veyrier-du-lac/restaurant/yoann-conte,https://www.yoann-conte.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
45,Casadelmar,Porto-Vecchio,190,270,Modern Cuisine,9.3099771,41.5948102,33495723434.0,https://guide.michelin.com/en/corse/porto-vecchio/restaurant/casadelmar,https://www.casadelmar.fr/fr/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
46,Table_-_Bruno_Verjus,Paris,240,360,Modern Cuisine,2.3759654,48.8486151,33143431226.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/table-bruno-verjus,https://table.paris/,2 MICHELIN Stars,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
47,Le_Pré_-_Xavier_Beaudiment,Clermont-Ferrand,45,180,Creative,3.0519431,45.7886787,33473192500.0,https://guide.michelin.com/en/auvergne-rhone-alpes/clermont-ferrand/restaurant/le-pre-xavier-beaudiment,https://www.restaurant-lepre.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
48,La_Chèvre_d'Or,Èze,145,290,Creative,7.3620885,43.727378,33492106661.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/ze/restaurant/la-chevre-d-or,https://www.chevredor.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
49,Le_Grand_Restaurant_-_Jean-François_Piège,Paris,166,466,Creative,2.3193146,48.8701983,33153050000.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-grand-restaurant-jean-francois-piege,https://xn--jeanfranoispiege-jpb.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
50,La_Côte_d'Or,Saulieu,165,255,Modern Cuisine,4.2321852,47.2797873,33380905353.0,https://guide.michelin.com/en/bourgogne-franche-comte/saulieu/restaurant/la-cote-d-or,https://www.bernard-loiseau.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
51,Le_Skiff_Club,Pyla-sur-Mer,170,210,Modern Cuisine,-1.2068742,44.6063706,33556220606.0,https://guide.michelin.com/en/nouvelle-aquitaine/pyla-sur-mer/restaurant/le-skiff-club,https://haaitza.com/,2 MICHELIN Stars,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
52,L'Oiseau_Blanc,Paris,95,225,Modern Cuisine,2.29328,48.87099,33158126730.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-oiseau-blanc,https://www.peninsula.com/fr/paris/hotel-fine-dining/french-rooftop-loiseau-blanc,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
53,Anne_de_Bretagne,La Plaine-sur-Mer,50,170,Creative,-2.2134222,47.1547317,33240215472.0,https://guide.michelin.com/en/pays-de-la-loire/la-plaine-sur-mer/restaurant/anne-de-bretagne,https://annedebretagne.com/,2 MICHELIN Stars,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
54,Villa_René_Lalique,Wingen-sur-Moder,90,230,"Creative, Modern Cuisine",7.365027,48.9185,33388719898.0,https://guide.michelin.com/en/grand-est/wingen-sur-moder/restaurant/villa-rene-lalique,https://villarenelalique.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
55,La_Table_de_l'Alpaga,Megève,130,190,Modern Cuisine,6.600987,45.8524843,33450914870.0,https://guide.michelin.com/en/auvergne-rhone-alpes/megve/restaurant/la-table-de-l-alpaga,https://www.beaumier.com/fr/proprietes/hotel-alpaga/hiver/restaurants/,2 MICHELIN Stars,"American Express credit card,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
56,Le_Neuvième_Art,Lyon,120,190,Creative,4.8564194,45.767953,33472741274.0,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/le-neuvieme-art,https://leneuviemeart.com/fr/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
57,Racine,Reims,110,220,Creative,4.0375656,49.2528907,33326351695.0,https://guide.michelin.com/en/grand-est/reims/restaurant/racine,https://www.racine.re/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
